,Algorithm,done,Graph,No. of Agents,Initial Locations,Parameters,Priority Nodes,Random String,sim_length,use_sim_time,Average Idleness,Priority Average Idleness,N. P. Average Idleness,Max Idleness,Priority Max Idleness,N. P.  Max Idleness,Average Ration,Depth,Sampling size
996,ppa_sampled,False,grid_5_5,3,15 23 10,0 3.0,10 15 24 18 2 23,ppa_sampled_grid_5_5_11_0,20000,True,170.258974846227,87.7459535597006,196.315718410393,2159,475,2159,2.46797961640903,0,3
997,ppa_sampled,False,cair,2,1563324336 1154147727,0 3.0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_sampled_cair_18_0,20000,True,156.688133775622,95.2988648297244,180.299391062506,1197,900,1197,2.1603236678951,0,3
998,ppa_sampled,False,cair,2,cluster_1563324004_1563324334 1563324357,0 3.0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_sampled_cair_94_0,20000,True,176.748676190317,73.161407544465,228.542310513244,1578,460,1578,3.37136162719494,0,3
999,ppa_sampled,False,iitb,4,4369058864 667357401 cluster_-172_5366445082 668685374,0 2.0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_sampled_iitb_28_0,20000,True,233.976286280782,120.24255223433,256.723033090073,3088,703,3088,2.53259587939931,0,2
1000,ppa_sampled,False,iitb,1,4369058864,0 3.0,667357387 2055461156 -282 667357412 5366445083 4369058864,ppa_sampled_iitb_105_0,20000,True,632.660856880887,359.531874635326,723.703850962741,6856,1983,6856,2.27948855735306,0,3
1001,ppa_sampled,False,grid_5_5,3,11 13 4,0 3.0,4 13 0 11 16,ppa_sampled_grid_5_5_7_0,20000,True,273.806730653869,136.212937412518,308.205178964207,2892,388,2892,2.41127594787561,0,3
1002,ppa_sampled,False,grid_5_5,2,0 15,0 2.0,0 15 20 4,ppa_sampled_grid_5_5_74_0,20000,True,228.711176441178,127.788223088846,247.934596127337,1423,685,1423,2.27848503103271,0,2
1003,ppa_sampled,False,grid_5_5,4,15 10 2 24,0 3.0,10 15 24 18 2 23,ppa_sampled_grid_5_5_12_0,20000,True,130.39551089782,69.3665766846631,149.667805912502,1211,354,1211,2.43080981952359,0,3
1004,ppa_sampled,False,cair,1,1563324327,0 3.0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_sampled_cair_57_0,20000,True,227.339699681683,106.281994233622,287.868552405713,1371,558,1371,2.9060644833258,0,3
1005,ppa_sampled,False,grid_5_5,3,1 12 4,0 2.0,13 1 12 4,ppa_sampled_grid_5_5_3_0,20000,True,160.612516625831,93.5977423871194,173.377235528443,1147,703,1147,2.16875865982643,0,2
1006,ppa_sampled,False,cair,2,1563324357 cluster_1563324010_1563324356,0 3.0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_sampled_cair_90_0,20000,True,153.142433333333,84.03988,179.720338461538,1356,408,1356,2.31171675287058,0,3
1007,ppa_sampled,False,cair,1,1154147728,0 3.0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_sampled_cair_53_0,20000,True,287.269373996076,111.969706367866,354.692323083849,1894,464,1894,3.3245081761686,0,3
1008,ppa_sampled,False,grid_5_5,1,4,0 2.0,0 15 20 4,ppa_sampled_grid_5_5_73_0,20000,True,341.505100315205,187.498774203232,370.839638622247,2196,864,2196,2.2644642868951,0,2
1009,ppa_sampled,False,iitb,3,668685374 667357401 cluster_-172_5366445082,0 2.0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_sampled_iitb_27_0,20000,True,279.784888327329,143.210130604484,307.099839871898,2728,719,2728,2.47281206331467,0,2
1010,ppa_sampled,False,iitb,3,667357412 -266 -222,0 3.0,667357419 -266 667357412 4369058864 -222,ppa_sampled_iitb_31_0,20000,True,397.892865176965,159.781803639272,460.553670844779,4026,981,4026,3.2237477817881,0,3
1011,ppa_sampled,False,cair,4,414035791 1154147727 1563324357 cluster_1563324010_1563324356,0 3.0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_sampled_cair_92_0,20000,True,82.7607297031518,47.8134206710336,96.2020024078127,817,267,817,2.27543929628811,0,3
1012,ppa_sampled,False,iitb,3,-22 4369058864 -222,0 3.0,4369058864 -22 668685374 668620103 -222 667357401,ppa_sampled_iitb_35_0,20000,True,307.708895917721,166.376581487223,354.819667394554,2661,1021,2661,2.49920731824135,0,3
1013,ppa_sampled,False,cair,1,1563324348,0 3.0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_sampled_cair_89_0,20000,True,245.634126627002,127.845057747113,290.937614657729,1842,607,1842,2.40367440541572,0,3
1014,ppa_sampled,False,grid_5_5,4,24 20 10 6,0 3.0,20 10 6 1 24 15,ppa_sampled_grid_5_5_48_0,20000,True,130.418889055547,79.8554155625552,146.386301737545,1066,462,1066,2.22004132551799,0,3
1015,ppa_sampled,False,iitb,2,4369058864 667357412,0 3.0,667357419 -266 667357412 4369058864 -222,ppa_sampled_iitb_30_0,20000,True,468.148132873425,179.994431113777,543.978054389122,4059,1076,4059,3.36646215494358,0,3
1016,ppa_sampled,False,cair,3,1563324336 1563324349 1154147728,0 2.0,1563324324 1154147728 1563324349 1563324336,ppa_sampled_cair_15_0,20000,True,132.040344444444,58.0516625,153.179967857143,1321,398,1321,3.1513629469418,0,2
1017,ppa_sampled,False,iitb,4,-222 4369058864 667357401 -22,0 3.0,4369058864 -22 668685374 668620103 -222 667357401,ppa_sampled_iitb_36_0,20000,True,245.0150179991,135.549047547623,281.503674816259,2874,925,2874,2.39333216393271,0,3
1018,ppa_sampled,False,cair,4,1563324011 1563324336 cluster_1563324002_1563324346 1154147727,0 3.0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_sampled_cair_20_0,20000,True,85.5666944444445,51.73353,98.57945,801,430,801,2.24670370165428,0,3
1019,ppa_sampled,False,iitb,4,667357387 667357361 5882320075 1990860598,0 3.0,5882320075 -22 667357387 1990860598 667357361,ppa_sampled_iitb_68_0,20000,True,191.366815810962,171.053581962706,196.712403665766,1391,739,1391,1.29981993855436,0,3
1020,ppa_sampled,False,cair,4,1563324357 1563324324 cluster_1563324004_1563324334 1154147728,0 3.0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_sampled_cair_96_0,20000,True,93.2960999410934,36.8477960054683,121.520251908906,760,301,760,3.72287696765145,0,3
1021,ppa_sampled,False,cair,2,1154147726 cluster_1563324004_1563324334,0 3.0,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_sampled_cair_22_0,20000,True,200.571120222678,65.370401853426,268.171479407304,1796,285,1796,4.62914044730952,0,3
1022,ppa_sampled,False,iitb,1,4369058864,0 3.0,667357419 -266 667357412 4369058864 -222,ppa_sampled_iitb_29_0,20000,True,857.161283333333,307.00851,1001.93832894737,6515,1975,6515,3.52616483880119,0,3
1023,ppa_sampled,False,grid_5_5,2,1 12,0 2.0,13 1 12 4,ppa_sampled_grid_5_5_2_0,20000,True,227.969151542423,135.772386380681,245.530440144659,1694,1064,1694,2.10256883548721,0,2
1024,ppa_sampled,False,cair,2,1563324343 cluster_1563324004_1563324334,0 2.0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_sampled_cair_86_0,20000,True,145.606783549711,57.055597220139,170.907122501018,1266,380,1266,3.92227743537282,0,2
1025,ppa_sampled,False,grid_5_5,1,0,0 3.0,4 13 0 11 16,ppa_sampled_grid_5_5_5_0,20000,True,417.078330083496,190.330813459327,473.765209239538,3665,763,3665,2.70868672261332,0,3
1026,ppa_sampled,False,iitb,4,-266 667357412 -222 4369058864,0 3.0,667357419 -266 667357412 4369058864 -222,ppa_sampled_iitb_32_0,20000,True,300.811075427372,114.421093671898,349.861070626181,2652,594,2652,3.47703550505661,0,3
1027,ppa_sampled,False,grid_5_5,1,12,0 2.0,13 1 12 4,ppa_sampled_grid_5_5_1_0,20000,True,358.735375687844,213.563431715858,386.387174539651,2627,1712,2627,2.03870673375695,0,2
1028,ppa_sampled,False,grid_5_5,4,11 0 4 16,0 3.0,4 13 0 11 16,ppa_sampled_grid_5_5_8_0,20000,True,232.287629618519,118.615329233538,260.705704714764,1823,367,1823,2.42214800193721,0,3
1029,ppa_sampled,False,iitb,2,667357415 1990860600,0 3.0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_sampled_iitb_70_0,20000,True,467.796391666667,252.559483333333,539.542027777778,6624,1032,6624,2.35327632189507,0,3
1030,ppa_sampled,False,iitb,4,668685374 667357401 667357387 3215340463,0 2.0,3215340463 667357401 668685374 667357387,ppa_sampled_iitb_100_0,20000,True,193.270661484111,115.465717642354,208.831650252462,1862,731,1862,2.18411046321194,0,2
1031,ppa_sampled,False,cair,2,cluster_1563324010_1563324356 1563324324,0 3.0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_sampled_cair_54_0,20000,True,173.972880621395,68.9329332933293,214.372860362959,1648,284,1648,3.35981550764446,0,3
1032,ppa_sampled,False,iitb,3,667357412 667357419 667357401,0 3.0,667357387 667357401 668672700 667357412 667357419,ppa_sampled_iitb_103_0,20000,True,289.180288902222,151.47599620019,325.418260665914,3185,687,3185,2.44850500370444,0,3
1033,ppa_sampled,False,iitb,4,667357415 1990860600 667357401 667357361,0 3.0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_sampled_iitb_72_0,20000,True,223.557316412436,132.373885137951,253.951793503932,2917,714,2917,2.18218900726951,0,3
1034,ppa_sampled,False,iitb,1,667357412,0 3.0,667357387 667357401 668672700 667357412 667357419,ppa_sampled_iitb_101_0,20000,True,712.411115141509,326.629759343573,813.932524562018,7535,1439,7535,2.64931693669719,0,3
1035,ppa_sampled,False,iitb,2,667357387 667357419,0 3.0,667357387 667357401 668672700 667357412 667357419,ppa_sampled_iitb_102_0,20000,True,406.295385416667,202.95955,459.804815789474,4245,1112,4245,2.46761137489715,0,3
1036,ppa_sampled,False,cair,2,cluster_1563324002_1563324346 1563324353,0 2.0,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,ppa_sampled_cair_50_0,20000,True,144.715553111233,56.3376456177191,169.966383823666,1384,313,1384,3.49724671866212,0,2
1037,ppa_sampled,False,grid_5_5,1,24,0 3.0,20 10 6 1 24 15,ppa_sampled_grid_5_5_45_0,20000,True,341.657900895045,191.360451355901,389.12025338109,2117,689,2117,2.25153184362353,0,3
1038,ppa_sampled,False,cair,3,cluster_1563324010_1563324356 1563324011 1563324327,0 3.0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_sampled_cair_59_0,20000,True,100.933522768306,48.0298985050747,127.385334899922,635,328,635,3.01739973867704,0,3
1039,ppa_sampled,False,cair,1,cluster_1563324002_1563324346,0 3.0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_sampled_cair_93_0,20000,True,266.404459448195,112.840676835876,343.186350754355,2034,718,2034,3.24841205710744,0,3
1040,ppa_sampled,False,grid_5_5,4,20 4 0 15,0 2.0,0 15 20 4,ppa_sampled_grid_5_5_76_0,20000,True,140.323349330134,73.374075184963,153.075592024452,935,429,935,2.60256698415133,0,2
1041,ppa_sampled,False,cair,1,1563324011,0 3.0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_sampled_cair_17_0,20000,True,275.590130496643,147.522889155662,324.846761781636,2083,1567,2083,2.4658034647454,0,3
1042,ppa_sampled,False,iitb,4,4369058864 667357387 2055461156 5366445083,0 3.0,667357387 2055461156 -282 667357412 5366445083 4369058864,ppa_sampled_iitb_108_0,20000,True,191.771595757091,117.749508382495,216.445624881956,2503,670,2503,2.11479437337478,0,3
1043,ppa_sampled,False,iitb,3,667357387 667357361 5882320075,0 3.0,5882320075 -22 667357387 1990860598 667357361,ppa_sampled_iitb_67_0,20000,True,195.762131408653,179.121745221655,200.141180405231,1451,789,1451,1.23509954071794,0,3
1044,ppa_sampled,False,grid_5_5,2,16 13,0 3.0,4 13 0 11 16,ppa_sampled_grid_5_5_6_0,20000,True,308.880426127838,144.095188556567,350.076735520656,2954,475,2954,2.58944346817223,0,3
1045,ppa_sampled,False,iitb,3,1990860600 667357415 -22,0 3.0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_sampled_iitb_71_0,20000,True,320.531959162251,173.367773001433,369.586687882524,4795,997,4795,2.35450152684767,0,3
1046,ppa_sampled,False,cair,3,1563324343 cluster_1563324004_1563324334 1563324348,0 3.0,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_sampled_cair_23_0,20000,True,143.092433309441,47.3082462369355,190.984526845694,1405,272,1405,4.67170832656392,0,3
1047,ppa_sampled,False,iitb,4,668672700 667357412 667357401 667357387,0 3.0,667357387 667357401 668672700 667357412 667357419,ppa_sampled_iitb_104_0,20000,True,240.499420833333,125.53443,270.753365789474,2858,602,2858,2.51939519579415,0,3
1048,ppa_sampled,False,grid_5_5,1,24,0 3.0,10 15 24 18 2 23,ppa_sampled_grid_5_5_9_0,20000,True,375.57787893947,185.785767883942,435.51222979911,3242,834,3242,2.49497389133304,0,3
1049,ppa_sampled,False,iitb,1,3215340463,0 2.0,5882320075 668620103 3215340463 3215340464,ppa_sampled_iitb_61_0,20000,True,561.541033016508,327.227288644322,608.403781890946,5707,1627,5707,2.19628223875705,0,2
1050,ppa_sampled,False,grid_5_5,1,7,0 3.0,21 22 9 7 24,ppa_sampled_grid_5_5_77_0,20000,True,357.562379189595,183.677848924462,401.033511755878,2219,1211,2219,2.35995658515024,0,3
1051,ppa_sampled,False,grid_5_5,3,15 20 0,0 2.0,0 15 20 4,ppa_sampled_grid_5_5_75_0,20000,True,163.860651097665,89.0981147172076,178.101134217752,1018,588,1018,2.43616387597512,0,2
1052,ppa_sampled,False,iitb,2,667357387 667357401,0 2.0,3215340463 667357401 668685374 667357387,ppa_sampled_iitb_98_0,20000,True,337.737156265094,199.210325788238,365.442522360466,3163,889,3163,2.08695792220053,0,2
1053,ppa_sampled,False,cair,4,1154147728 1563324336 1563324324 1563324349,0 2.0,1563324324 1154147728 1563324349 1563324336,ppa_sampled_cair_16_0,20000,True,103.655575,44.6391125,120.517421428571,861,224,861,3.30565693591793,0,2
1054,ppa_sampled,False,iitb,1,667357361,0 3.0,5882320075 -22 667357387 1990860598 667357361,ppa_sampled_iitb_65_0,20000,True,492.656210384975,415.121226981585,513.060153385867,3856,1566,3856,1.30751225828925,0,3
1055,ppa_sampled,False,grid_5_5,1,23,0 3.0,22 9 0 10 23 24,ppa_sampled_grid_5_5_81_0,20000,True,276.757356942777,240.361928104575,288.250650260104,1892,1122,1892,1.35424673394569,0,3
1056,ppa_sampled,False,iitb,2,3215340464 3215340463,0 2.0,5882320075 668620103 3215340463 3215340464,ppa_sampled_iitb_62_0,20000,True,349.960474094085,227.332595427485,374.486049827405,4428,1363,4428,1.93287411071186,0,2
1057,ppa_sampled,False,grid_5_5,3,13 17 21,0 2.0,13 17 21 0,ppa_sampled_grid_5_5_39_0,20000,True,152.117712114394,82.4553022348882,165.386742567634,1050,562,1050,2.31596055458082,0,2
1058,ppa_sampled,False,grid_5_5,2,23 0,0 3.0,22 9 0 10 23 24,ppa_sampled_grid_5_5_82_0,20000,True,181.182595389308,153.736660499075,189.849732723066,1204,896,1204,1.45328074587083,0,3
1059,ppa_sampled,False,grid_5_5,4,1 12 4 13,0 2.0,13 1 12 4,ppa_sampled_grid_5_5_4_0,20000,True,133.18399519976,78.3816440822041,143.622538269771,931,609,931,2.21578619052813,0,2
1060,ppa_sampled,False,iitb,2,4369058864 cluster_-172_5366445082,0 2.0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_sampled_iitb_26_0,20000,True,369.906194284762,184.440027493127,406.999427643089,3723,886,3723,2.45648811877839,0,2
1061,ppa_sampled,False,cair,3,cluster_1563324010_1563324356 1563324324 1563324348,0 3.0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_sampled_cair_55_0,20000,True,122.828755555556,50.12218,150.792823076923,1135,286,1135,3.2924402003707,0,3
1062,ppa_sampled,False,grid_5_5,2,15 24,0 3.0,20 10 6 1 24 15,ppa_sampled_grid_5_5_46_0,20000,True,203.137690845423,117.743613473403,230.104241594481,1522,537,1522,2.27303249196241,0,3
1063,ppa_sampled,False,cair,4,1563324336 cluster_1563324010_1563324356 1563324327 1563324011,0 3.0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_sampled_cair_60_0,20000,True,76.6760800848846,34.2052564038465,97.9114919254037,617,277,617,3.29497168166966,0,3
1064,ppa_sampled,False,grid_5_5,2,10 23,0 3.0,10 15 24 18 2 23,ppa_sampled_grid_5_5_10_0,20000,True,234.451263436828,121.397046814326,270.152595001829,2304,599,2304,2.41249699939623,0,3
1065,ppa_sampled,False,cair,3,1563324011 cluster_1563324002_1563324346 1154147727,0 3.0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_sampled_cair_19_0,20000,True,118.136016379416,73.1036303630363,135.456164847254,1300,911,1300,2.22747910188699,0,3
1066,ppa_sampled,False,iitb,2,-22 4369058864,0 3.0,4369058864 -22 668685374 668620103 -222 667357401,ppa_sampled_iitb_34_0,20000,True,385.349263296498,203.565311598913,445.94391386236,3565,1155,3565,2.44703443120887,0,3
1067,ppa_sampled,False,iitb,3,4369058864 -282 5366445083,0 3.0,667357387 2055461156 -282 667357412 5366445083 4369058864,ppa_sampled_iitb_107_0,20000,True,291.321088971115,181.466339983666,327.939338633598,3374,875,3374,2.06884181470513,0,3
1068,ppa_sampled,False,cair,4,cluster_1563324004_1563324334 cluster_1563324333_1563324337 1563324327 1563324343,0 2.0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_sampled_cair_88_0,20000,True,90.9585326687892,34.4344026603991,107.108284099758,716,257,716,4.31352786954633,0,2
1069,ppa_sampled,False,grid_5_5,4,21 13 14 19,0 3.0,17 19 21 13 14,ppa_sampled_grid_5_5_44_0,20000,True,137.583199360128,95.7094381123775,148.051639672066,1779,425,1779,1.79170781889127,0,3
1070,ppa_sampled,False,cair,1,1154147728,0 2.0,1563324324 1154147728 1563324349 1563324336,ppa_sampled_cair_13_0,20000,True,327.555908456849,120.07322562897,386.8366749791,2433,655,2433,3.48218146845772,0,2
1071,ppa_sampled,False,iitb,1,667357387,0 2.0,3215340463 667357401 668685374 667357387,ppa_sampled_iitb_97_0,20000,True,554.237639333867,312.154210052062,602.654325190228,4949,1622,4949,2.11226633107894,0,2
1072,ppa_sampled,False,grid_5_5,3,1 6 24,0 3.0,20 10 6 1 24 15,ppa_sampled_grid_5_5_47_0,20000,True,142.008176364727,85.9099263480637,159.723413212094,1225,431,1225,2.20747926673802,0,3
1073,ppa_sampled,False,cair,4,1154147727 1563324349 cluster_1563324004_1563324334 1154147726,0 3.0,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_sampled_cair_24_0,20000,True,111.719411111111,35.6341,149.762066666667,952,234,952,4.94077436135006,0,3
1074,ppa_sampled,False,iitb,3,667357387 667357401 3215340463,0 2.0,3215340463 667357401 668685374 667357387,ppa_sampled_iitb_99_0,20000,True,261.321630922028,153.050792381143,282.975798630205,2386,775,2386,2.21031534772474,0,2
1075,ppa_sampled,False,cair,3,414035791 1154147727 1563324357,0 3.0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_sampled_cair_91_0,20000,True,114.153831197329,64.7644917754112,133.14973097499,1047,332,1047,2.25757592481371,0,3
1076,ppa_sampled,False,cair,1,1563324348,0 3.0,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_sampled_cair_21_0,20000,True,336.415739953428,100.258607179179,454.494306340553,2822,454,2822,4.87793601207356,0,3
1077,ppa_sampled,False,cair,3,cluster_1563324004_1563324334 cluster_1563324002_1563324346 1563324349,0 3.0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_sampled_cair_95_0,20000,True,114.39031937292,47.1561588587237,148.007399630019,1092,416,1092,3.49483861351171,0,3
1078,ppa_sampled,False,grid_5_5,1,19,3 3.0,17 19 21 13 14,ppa_sampled_grid_5_5_41_3,20000,True,293.39196559828,214.249572478624,313.177563878194,2501,811,2501,1.59444304047242,3,3
1079,ppa_sampled,False,iitb,3,1990860600 667357415 -22,3 3.0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_sampled_iitb_71_3,20000,True,250.345443483189,180.832191495391,273.516527479122,1932,945,1932,1.70914042550767,3,3
1080,ppa_sampled,False,iitb,3,668685374 667357401 cluster_-172_5366445082,3 2.0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_sampled_iitb_27_3,20000,True,283.90140660165,144.106126531633,311.860462615654,2954,882,2954,2.49320426978179,3,2
1081,ppa_sampled,False,iitb,4,-222 4369058864 667357401 -22,3 3.0,4369058864 -22 668685374 668620103 -222 667357401,ppa_sampled_iitb_36_3,20000,True,228.875112505625,139.907778722269,258.530890433411,1693,971,1693,2.13846996281652,3,3
1082,ppa_sampled,False,iitb,1,667357387,3 2.0,3215340463 667357401 668685374 667357387,ppa_sampled_iitb_97_3,20000,True,607.48335125986,347.826754715093,659.414670568813,5767,1637,5767,2.06675555088427,3,2
1083,ppa_sampled,False,grid_5_5,3,14 17 19,3 3.0,17 19 21 13 14,ppa_sampled_grid_5_5_43_3,20000,True,181.447384523095,133.767226554689,193.367424015197,2037,544,2037,1.63710439926562,3,3
1084,ppa_sampled,False,iitb,2,667357415 1990860600,3 3.0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_sampled_iitb_70_3,20000,True,365.707556444222,272.729625926852,396.700199950013,3050,1459,3050,1.57678725785858,3,3
1085,ppa_sampled,False,grid_5_5,2,0 13,3 2.0,13 17 21 0,ppa_sampled_grid_5_5_38_3,20000,True,189.439866026795,122.848555288942,202.123925214957,1425,680,1425,1.90907074759041,3,2
1086,ppa_sampled,False,iitb,2,5882320075 -22,3 3.0,5882320075 -22 667357387 1990860598 667357361,ppa_sampled_iitb_66_3,20000,True,280.51265,272.21799,282.695455263158,1734,1315,1734,1.12806808213158,3,3
1087,ppa_sampled,False,cair,4,1563324357 1563324324 cluster_1563324004_1563324334 1154147728,3 3.0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_sampled_cair_96_3,20000,True,70.8703629625926,40.0110338850276,86.3000275013751,657,259,657,2.44187927452332,3,3
1088,ppa_sampled,False,cair,3,cluster_1563324010_1563324356 1563324324 1563324348,3 3.0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_sampled_cair_55_3,20000,True,89.7061730246821,57.1597020148993,102.224046489983,839,334,839,1.99818764415871,3,3
1089,ppa_sampled,False,cair,1,cluster_1563324002_1563324346,3 3.0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_sampled_cair_93_3,20000,True,210.088350636293,128.680722891566,250.792164508657,1571,758,1571,2.08718821452356,3,3
1090,ppa_sampled,False,cair,4,414035791 1154147727 1563324357 cluster_1563324010_1563324356,3 3.0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_sampled_cair_92_3,20000,True,70.2450339773188,55.0975146271941,76.071002958136,662,292,662,1.59784921906218,3,3
1091,ppa_sampled,False,iitb,2,4369058864 5366445083,3 3.0,667357387 2055461156 -282 667357412 5366445083 4369058864,ppa_sampled_iitb_106_3,20000,True,305.170152257613,229.256887844392,330.474573728686,2062,985,2062,1.63526389176084,3,3
1092,ppa_sampled,False,iitb,4,668672700 667357412 667357401 667357387,3 3.0,667357387 667357401 668672700 667357412 667357419,ppa_sampled_iitb_104_3,20000,True,193.610881215516,145.754193128969,206.204746501449,1668,741,1668,1.63833081565783,3,3
1093,ppa_sampled,False,cair,4,cluster_1563324010_1563324356 1154147728 1563324324 1563324343,3 3.0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_sampled_cair_56_3,20000,True,69.073142406259,43.9519703940788,78.735131641713,541,300,541,2.04265509750832,3,3
1094,ppa_sampled,False,iitb,4,4369058864 667357401 cluster_-172_5366445082 668685374,3 2.0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_sampled_iitb_28_3,20000,True,206.754261434641,108.09215196201,226.486683329168,2063,615,2063,2.50759677157853,3,2
1095,ppa_sampled,False,iitb,3,3215340463 668620103 3215340464,3 2.0,5882320075 668620103 3215340463 3215340464,ppa_sampled_iitb_63_3,20000,True,276.047484300302,179.350669631703,295.386847234021,2103,684,2103,2.01689417745701,3,2
1096,ppa_sampled,False,iitb,3,667357412 -266 -222,3 3.0,667357419 -266 667357412 4369058864 -222,ppa_sampled_iitb_31_3,20000,True,243.268890139201,152.247761940485,267.221818612548,1910,962,1910,2.0390835608247,3,3
1097,ppa_sampled,False,cair,4,1154147728 1563324336 1563324324 1563324349,3 2.0,1563324324 1154147728 1563324349 1563324336,ppa_sampled_cair_16_3,20000,True,79.7598657710663,48.4515350767538,88.7051031122985,680,236,680,2.29235494409436,3,2
1098,ppa_sampled,False,grid_5_5,4,17 0 21 13,3 2.0,13 17 21 0,ppa_sampled_grid_5_5_40_3,20000,True,117.074289142172,74.4942261547691,125.184777330248,878,397,878,1.98789429012023,3,2
1099,ppa_sampled,False,iitb,3,-22 4369058864 -222,3 3.0,4369058864 -22 668685374 668620103 -222 667357401,ppa_sampled_iitb_35_3,20000,True,278.030016913284,174.09550589882,312.674853918105,2733,986,2733,2.10610138921407,3,3
1100,ppa_sampled,False,cair,2,1563324343 cluster_1563324004_1563324334,3 2.0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_sampled_cair_86_3,20000,True,112.499663872083,65.4752487624381,125.935211046267,756,427,756,2.44322617978493,3,2
1101,ppa_sampled,False,iitb,1,4369058864,3 3.0,667357387 2055461156 -282 667357412 5366445083 4369058864,ppa_sampled_iitb_105_3,20000,True,512.860890388139,400.923604864235,550.173318896108,3290,1854,3290,1.58652007757782,3,3
1102,ppa_sampled,False,grid_5_5,2,10 23,3 3.0,10 15 24 18 2 23,ppa_sampled_grid_5_5_10_3,20000,True,171.791181763647,130.711291075118,184.763778823183,1136,613,1136,1.59199011921964,3,3
1103,ppa_sampled,False,grid_5_5,4,15 10 2 24,3 3.0,10 15 24 18 2 23,ppa_sampled_grid_5_5_12_3,20000,True,103.918483924196,77.528793106322,112.252070498262,645,431,645,1.71159483401407,3,3
1104,ppa_sampled,False,cair,1,1563324348,3 3.0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_sampled_cair_89_3,20000,True,196.711929216131,147.021848739496,215.823498630221,1134,682,1134,1.5644266837478,3,3
1105,ppa_sampled,False,iitb,2,667357387 667357401,3 2.0,3215340463 667357401 668685374 667357387,ppa_sampled_iitb_98_3,20000,True,371.722290968785,231.737838108095,399.719181540923,3018,1200,3018,1.93352422393549,3,2
1106,ppa_sampled,False,cair,3,1563324336 1563324349 1154147728,3 2.0,1563324324 1154147728 1563324349 1563324336,ppa_sampled_cair_15_3,20000,True,97.8581138888889,58.342425,109.148310714286,802,297,802,2.28153000118024,3,2
1107,ppa_sampled,False,grid_5_5,1,0,3 3.0,4 13 0 11 16,ppa_sampled_grid_5_5_5_3,20000,True,290.377992996498,253.500670335168,299.597323661831,1312,1312,1140,1.33546206283407,3,3
